location_id,sku_id,on_hand_qty,safety_stock,reorder_point,unit_cost,last_updated
BR021,SKU0067,66,14,39,11.82,2025-12-21
BR021,SKU0068,60,25,62,10.93,2025-12-11
BR021,SKU0069,59,26,25,8.14,2025-12-24
BR021,SKU0070,67,18,31,7.35,2025-12-28
BR021,SKU0071,64,15,20,13.67,2025-12-03
BR021,SKU0072,63,12,47,9.03,2025-11-12
BR021,SKU0073,85,24,32,3.23,2025-10-25
BR021,SKU0074,67,19,56,12.7,2025-12-12
BR021,SKU0075,50,18,47,5.19,2025-10-09
BR021,SKU0076,64,25,43,11.6,2025-11-05
BR021,SKU0077,54,24,29,3.3,2025-12-16
BR021,SKU0078,52,22,51,2.66,2025-10-09
BR021,SKU0079,60,18,21,12.16,2025-12-27
BR021,SKU0080,53,15,46,9.96,2025-09-13
BR022,SKU0001,62,20,50,13.32,2025-12-06
BR022,SKU0002,67,15,53,8.27,2025-09-26
BR022,SKU0003,64,21,62,10.31,2025-11-08
BR022,SKU0004,74,25,35,12.41,2025-12-27
BR022,SKU0005,50,24,58,8.62,2025-10-25
BR022,SKU0006,66,28,44,4.33,2025-12-05
BR022,SKU0007,61,13,25,11.76,2025-12-07
BR022,SKU0008,62,25,54,2.14,2025-10-30
BR022,SKU0009,55,28,44,10.58,2025-12-19
BR022,SKU0010,66,26,48,2.54,2025-11-05
BR022,SKU0011,54,24,56,9.8,2025-09-04
BR022,SKU0012,59,17,44,12.33,2025-10-23
BR022,SKU0013,59,17,34,3.38,2025-11-21
BR022,SKU0014,56,14,51,2.45,2025-09-05
BR022,SKU0015,57,17,22,5.57,2025-09-24
BR022,SKU0016,48,13,28,3.73,2025-09-26
BR022,SKU0017,63,17,41,15.0,2025-09-27
BR022,SKU0018,53,17,26,14.07,2025-12-18
BR022,SKU0019,50,19,53,3.35,2025-12-07
BR022,SKU0020,60,10,27,13.76,2025-10-13
BR022,SKU0021,64,13,31,2.83,2025-10-11
BR022,SKU0022,57,19,67,3.6,2025-12-09
BR022,SKU0023,72,11,41,1.32,2025-11-11
BR022,SKU0024,55,14,60,3.2,2025-10-24
BR022,SKU0025,58,12,35,7.57,2025-10-28
BR022,SKU0026,54,13,30,11.22,2025-09-03
BR022,SKU0027,63,27,47,10.41,2025-12-18
BR022,SKU0028,66,24,39,12.01,2025-12-24
BR022,SKU0029,52,23,66,12.75,2025-11-19
BR022,SKU0030,53,25,46,10.61,2025-11-06
BR022,SKU0031,63,21,63,6.97,2025-10-07
BR022,SKU0032,62,28,65,12.25,2025-10-05
BR022,SKU0033,64,25,37,11.73,2025-09-14
BR022,SKU0034,63,13,60,7.42,2025-09-07
BR022,SKU0035,75,21,53,13.29,2025-11-25
BR022,SKU0036,60,12,39,11.22,2025-11-26
BR022,SKU0037,69,26,58,5.98,2025-12-22
BR022,SKU0038,80,23,62,12.39,2025-12-21
BR022,SKU0039,64,25,34,2.15,2025-10-14
BR022,SKU0040,52,24,61,9.77,2025-10-12
BR022,SKU0041,58,10,45,9.61,2025-11-27
BR022,SKU0042,54,13,31,5.87,2025-10-27
BR022,SKU0043,61,11,45,13.22,2025-09-22
BR022,SKU0044,58,16,31,2.85,2025-12-11
BR022,SKU0045,60,18,30,12.53,2025-09-07
BR022,SKU0046,69,23,42,14.49,2025-09-22
BR022,SKU0047,59,26,61,1.78,2025-10-17
BR022,SKU0048,67,18,45,7.0,2025-10-07
BR022,SKU0049,54,27,64,7.44,2025-09-14
BR022,SKU0050,57,19,49,6.84,2025-10-19
BR022,SKU0051,56,13,65,8.83,2025-11-01
BR022,SKU0052,58,24,62,10.02,2025-09-26
BR022,SKU0053,42,11,22,4.29,2025-12-29
BR022,SKU0054,71,27,45,2.6,2025-10-01
BR022,SKU0055,68,27,34,5.53,2025-09-23
BR022,SKU0056,41,14,28,5.95,2025-10-05
BR022,SKU0057,42,13,54,9.23,2025-11-01
BR022,SKU0058,63,14,39,9.73,2025-12-06
BR022,SKU0059,58,16,37,2.12,2025-09-05
BR022,SKU0060,62,28,34,7.53,2025-10-17
BR022,SKU0061,68,20,46,6.8,2025-10-01
BR022,SKU0062,55,10,65,14.92,2025-09-11
BR022,SKU0063,60,13,64,8.3,2025-12-17
BR022,SKU0064,63,24,20,4.7,2025-11-30
BR022,SKU0065,57,25,63,4.49,2025-09-11
BR022,SKU0066,54,25,63,7.75,2025-11-17
BR022,SKU0067,49,22,31,1.08,2025-09-24
BR022,SKU0068,62,14,29,10.08,2025-09-08
BR022,SKU0069,55,19,41,13.54,2025-09-09
BR022,SKU0070,66,25,49,12.87,2025-10-17
BR022,SKU0071,54,27,39,13.91,2025-10-10
BR022,SKU0072,61,12,60,12.3,2025-12-15
BR022,SKU0073,60,26,60,2.59,2025-10-23
BR022,SKU0074,44,21,38,6.63,2025-12-22
BR022,SKU0075,58,12,33,10.66,2025-09-03
BR022,SKU0076,67,29,62,11.11,2025-11-21
BR022,SKU0077,61,19,28,3.54,2025-12-06
BR022,SKU0078,64,27,68,13.61,2025-09-14
BR022,SKU0079,59,23,55,3.96,2025-11-28
BR022,SKU0080,58,22,59,11.66,2025-10-05
BR023,SKU0001,64,16,20,3.2,2025-11-09
BR023,SKU0002,49,19,66,5.85,2025-11-28
BR023,SKU0003,69,29,48,10.89,2025-10-18
BR023,SKU0004,57,15,44,3.22,2025-11-25
BR023,SKU0005,74,12,51,13.85,2025-12-17
BR023,SKU0006,50,17,43,6.94,2025-11-07
BR023,SKU0007,50,12,27,9.65,2025-09-17
BR023,SKU0008,63,25,56,8.61,2025-10-31
BR023,SKU0009,67,27,53,2.81,2025-09-22
BR023,SKU0010,55,17,25,3.01,2025-11-30
BR023,SKU0011,50,10,51,14.72,2025-11-07
BR023,SKU0012,65,10,28,6.63,2025-10-20
BR023,SKU0013,47,10,68,12.94,2025-09-02
BR023,SKU0014,51,24,38,9.19,2025-11-18
BR023,SKU0015,45,10,66,10.93,2025-12-19
BR023,SKU0016,54,14,58,10.22,2025-09-05
BR023,SKU0017,52,26,69,14.92,2025-12-20
BR023,SKU0018,69,10,22,4.09,2025-09-05
BR023,SKU0019,61,11,20,9.37,2025-09-22
BR023,SKU0020,47,15,28,3.79,2025-10-25
BR023,SKU0021,71,21,52,2.68,2025-10-31
BR023,SKU0022,56,14,30,6.32,2025-11-03
BR023,SKU0023,54,12,56,10.46,2025-12-26
BR023,SKU0024,73,15,54,12.12,2025-11-17
BR023,SKU0025,61,27,54,3.21,2025-09-04
BR023,SKU0026,69,24,59,6.51,2025-10-29
BR023,SKU0027,55,27,68,14.41,2025-12-13
BR023,SKU0028,65,12,69,2.74,2025-12-17
BR023,SKU0029,71,21,44,4.87,2025-11-12
BR023,SKU0030,64,10,43,14.28,2025-11-09
BR023,SKU0031,55,24,54,6.51,2025-12-06
BR023,SKU0032,55,14,33,8.76,2025-12-15
BR023,SKU0033,71,27,42,10.14,2025-10-05
BR023,SKU0034,40,10,41,10.86,2025-11-21
BR023,SKU0035,65,19,48,14.2,2025-09-24
BR023,SKU0036,66,15,31,14.47,2025-12-17
BR023,SKU0037,53,26,58,14.18,2025-11-13
BR023,SKU0038,75,10,57,13.1,2025-11-13
BR023,SKU0039,56,15,66,2.49,2025-12-10
BR023,SKU0040,74,19,32,12.62,2025-10-31
BR023,SKU0041,56,18,42,4.82,2025-10-11
BR023,SKU0042,64,18,53,4.04,2025-10-17
BR023,SKU0043,53,14,32,4.07,2025-11-27
BR023,SKU0044,60,12,61,13.83,2025-10-28
BR023,SKU0045,63,12,45,2.45,2025-12-12
BR023,SKU0046,63,21,47,8.35,2025-10-26
BR023,SKU0047,51,10,30,2.89,2025-09-05
BR023,SKU0048,62,13,26,2.06,2025-10-28
BR023,SKU0049,68,23,50,8.22,2025-10-13
BR023,SKU0050,52,10,38,9.11,2025-12-16
BR023,SKU0051,46,10,39,2.57,2025-10-21
BR023,SKU0052,70,28,68,14.69,2025-11-01
BR023,SKU0053,67,12,58,11.64,2025-12-05
BR023,SKU0054,62,25,30,11.52,2025-11-25
BR023,SKU0055,56,18,37,3.42,2025-11-15
BR023,SKU0056,66,20,62,6.87,2025-10-27
BR023,SKU0057,59,19,59,2.46,2025-12-06
BR023,SKU0058,67,21,26,13.72,2025-09-03
BR023,SKU0059,56,29,46,7.27,2025-11-18
BR023,SKU0060,57,18,30,11.97,2025-10-31
BR023,SKU0061,58,12,68,11.87,2025-11-02
BR023,SKU0062,61,26,30,11.12,2025-12-28
BR023,SKU0063,45,13,49,7.81,2025-12-10
BR023,SKU0064,77,16,50,7.67,2025-09-05
BR023,SKU0065,68,11,67,11.4,2025-10-18
BR023,SKU0066,60,11,33,8.21,2025-10-31
BR023,SKU0067,52,12,52,7.34,2025-10-07
BR023,SKU0068,56,14,29,7.45,2025-11-22
BR023,SKU0069,61,28,39,10.5,2025-10-12
BR023,SKU0070,58,17,35,10.95,2025-09-03
BR023,SKU0071,65,27,47,8.5,2025-11-12
BR023,SKU0072,65,17,24,10.87,2025-12-01
BR023,SKU0073,57,15,20,7.77,2025-10-07
BR023,SKU0074,62,11,36,9.67,2025-10-19
BR023,SKU0075,59,25,53,3.04,2025-10-25
BR023,SKU0076,62,21,20,11.54,2025-11-06
BR023,SKU0077,63,15,20,8.55,2025-10-30
BR023,SKU0078,64,12,58,5.79,2025-11-17
BR023,SKU0079,56,25,43,14.96,2025-12-26
BR023,SKU0080,88,29,25,5.85,2025-11-25
BR024,SKU0001,56,15,34,10.66,2025-09-30
BR024,SKU0002,46,23,59,2.11,2025-12-04
BR024,SKU0003,58,24,37,12.15,2025-11-30
BR024,SKU0004,54,15,36,6.23,2025-12-06
BR024,SKU0005,62,24,31,11.09,2025-11-30
BR024,SKU0006,59,23,61,14.62,2025-11-20
BR024,SKU0007,57,23,43,6.95,2025-09-22
BR024,SKU0008,51,22,52,3.69,2025-11-20
BR024,SKU0009,67,11,27,8.92,2025-10-07
BR024,SKU0010,67,16,30,7.12,2025-10-25
BR024,SKU0011,47,28,22,11.78,2025-12-06
BR024,SKU0012,55,14,48,4.13,2025-10-01
BR024,SKU0013,71,25,41,7.83,2025-09-24
BR024,SKU0014,60,19,37,8.47,2025-12-18
BR024,SKU0015,51,18,42,14.81,2025-10-24
BR024,SKU0016,62,14,43,8.37,2025-10-13
BR024,SKU0017,64,28,41,11.97,2025-10-30
BR024,SKU0018,46,23,56,3.18,2025-12-12
BR024,SKU0019,42,10,42,8.07,2025-10-07
BR024,SKU0020,55,13,36,8.94,2025-09-05
BR024,SKU0021,67,10,53,6.19,2025-10-18
BR024,SKU0022,64,21,60,11.66,2025-09-09
BR024,SKU0023,58,14,36,14.58,2025-11-04
BR024,SKU0024,66,28,54,5.34,2025-11-02
BR024,SKU0025,63,12,24,9.48,2025-12-21
BR024,SKU0026,61,29,46,2.22,2025-12-01
BR024,SKU0027,70,18,67,1.34,2025-11-10
BR024,SKU0028,71,26,35,3.59,2025-11-03
BR024,SKU0029,58,16,31,10.39,2025-12-11
BR024,SKU0030,66,10,49,11.28,2025-12-07
BR024,SKU0031,51,18,31,2.28,2025-09-27
BR024,SKU0032,67,18,33,11.52,2025-11-01
BR024,SKU0033,70,27,41,13.41,2025-09-23
BR024,SKU0034,72,24,40,6.73,2025-12-06
BR024,SKU0035,44,27,28,11.23,2025-11-10
BR024,SKU0036,62,19,68,6.15,2025-11-26
BR024,SKU0037,44,18,54,12.27,2025-10-14
BR024,SKU0038,69,11,21,2.13,2025-10-21
BR024,SKU0039,57,21,40,6.71,2025-10-24
BR024,SKU0040,48,24,32,12.32,2025-09-27
BR024,SKU0041,64,17,47,8.39,2025-09-01
BR024,SKU0042,66,19,68,12.29,2025-09-11
BR024,SKU0043,56,22,25,10.47,2025-10-22
BR024,SKU0044,57,20,31,13.12,2025-10-11
BR024,SKU0045,48,16,31,3.66,2025-09-07
BR024,SKU0046,67,15,33,6.12,2025-09-10
BR024,SKU0047,58,28,29,14.79,2025-12-26
BR024,SKU0048,51,13,58,3.74,2025-10-14
BR024,SKU0049,62,11,28,5.61,2025-10-05
BR024,SKU0050,59,16,49,6.09,2025-11-11
BR024,SKU0051,70,10,23,5.51,2025-12-12
BR024,SKU0052,65,28,59,3.77,2025-11-01
BR024,SKU0053,64,29,42,9.61,2025-09-09
BR024,SKU0054,72,18,50,14.25,2025-10-07
BR024,SKU0055,46,21,42,1.74,2025-12-14
BR024,SKU0056,47,15,39,7.23,2025-09-19
BR024,SKU0057,58,19,63,5.81,2025-09-09
BR024,SKU0058,66,27,46,3.6,2025-11-07
BR024,SKU0059,64,13,21,10.98,2025-10-27
BR024,SKU0060,59,20,35,6.64,2025-09-09
BR024,SKU0061,63,20,52,2.08,2025-11-04
BR024,SKU0062,52,10,53,13.81,2025-10-15
BR024,SKU0063,61,21,25,10.8,2025-11-07
BR024,SKU0064,75,13,60,11.38,2025-09-26
BR024,SKU0065,58,20,63,12.86,2025-10-19
BR024,SKU0066,52,24,42,10.86,2025-11-11
BR024,SKU0067,63,19,53,10.72,2025-10-15
BR024,SKU0068,66,11,50,7.82,2025-09-08
BR024,SKU0069,46,28,52,12.39,2025-12-22
BR024,SKU0070,57,18,46,2.84,2025-10-22
BR024,SKU0071,43,16,51,2.7,2025-12-10
BR024,SKU0072,61,19,33,13.04,2025-10-06
BR024,SKU0073,50,17,47,4.6,2025-10-30
BR024,SKU0074,49,23,64,5.84,2025-12-20
BR024,SKU0075,60,25,64,5.05,2025-12-27
BR024,SKU0076,65,16,39,10.55,2025-10-20
BR024,SKU0077,53,22,26,5.18,2025-09-05
BR024,SKU0078,86,20,24,7.75,2025-12-09
BR024,SKU0079,47,13,44,2.97,2025-10-06
BR024,SKU0080,66,14,60,3.0,2025-11-03
BR025,SKU0001,67,10,69,5.34,2025-10-31
BR025,SKU0002,69,16,50,9.15,2025-09-22
BR025,SKU0003,53,15,42,6.43,2025-11-20
BR025,SKU0004,64,16,55,5.11,2025-10-04
BR025,SKU0005,58,22,51,3.25,2025-09-05
BR025,SKU0006,71,21,46,14.84,2025-10-21
BR025,SKU0007,70,12,59,12.59,2025-10-15
BR025,SKU0008,58,22,65,5.88,2025-09-22
BR025,SKU0009,64,11,64,6.66,2025-10-28
BR025,SKU0010,67,22,56,4.6,2025-12-04
BR025,SKU0011,60,11,53,9.42,2025-11-22
BR025,SKU0012,45,16,29,11.66,2025-10-13
BR025,SKU0013,54,18,65,13.02,2025-10-10
BR025,SKU0014,74,21,39,14.9,2025-09-26
BR025,SKU0015,54,23,49,13.09,2025-12-26
BR025,SKU0016,53,15,30,13.6,2025-10-09
BR025,SKU0017,61,21,66,8.4,2025-09-20
BR025,SKU0018,55,25,46,8.87,2025-10-12
BR025,SKU0019,53,15,65,12.73,2025-10-18
BR025,SKU0020,55,15,61,4.78,2025-11-24
BR025,SKU0021,66,10,31,3.78,2025-12-07
BR025,SKU0022,58,12,34,6.57,2025-12-17
BR025,SKU0023,53,22,38,4.39,2025-11-13
BR025,SKU0024,63,23,33,8.73,2025-10-24
BR025,SKU0025,65,24,22,12.32,2025-12-29
BR025,SKU0026,66,21,53,8.04,2025-12-08
BR025,SKU0027,58,19,46,14.69,2025-10-04
BR025,SKU0028,70,11,37,12.02,2025-11-01
BR025,SKU0029,53,17,37,9.33,2025-10-27
BR025,SKU0030,55,21,69,1.21,2025-10-19
BR025,SKU0031,59,29,25,9.86,2025-10-06
BR025,SKU0032,61,14,65,11.26,2025-12-22
BR025,SKU0033,60,13,26,14.14,2025-11-03
BR025,SKU0034,63,21,25,6.45,2025-11-12
BR025,SKU0035,72,27,46,7.34,2025-09-11
BR025,SKU0036,66,24,45,6.24,2025-12-28
BR025,SKU0037,52,20,34,10.04,2025-10-04
BR025,SKU0038,71,10,41,3.52,2025-09-16
BR025,SKU0039,65,24,67,8.28,2025-12-26
BR025,SKU0040,59,18,26,11.2,2025-11-06
BR025,SKU0041,56,16,46,6.37,2025-09-17
BR025,SKU0042,49,23,35,4.79,2025-12-28
BR025,SKU0043,43,15,61,7.68,2025-12-29
BR025,SKU0044,77,13,45,5.62,2025-11-16
BR025,SKU0045,60,23,42,2.95,2025-10-14
BR025,SKU0046,65,29,29,6.72,2025-10-19
BR025,SKU0047,58,25,55,6.87,2025-12-03
BR025,SKU0048,70,13,27,5.37,2025-11-29
BR025,SKU0049,69,15,31,11.69,2025-09-06
BR025,SKU0050,59,15,46,14.53,2025-10-19
BR025,SKU0051,67,15,55,12.63,2025-11-01
BR025,SKU0052,54,18,27,2.59,2025-12-25
BR025,SKU0053,70,17,40,4.76,2025-10-21
BR025,SKU0054,64,21,60,3.29,2025-11-17
BR025,SKU0055,52,20,23,3.06,2025-12-17
BR025,SKU0056,62,25,24,12.26,2025-09-01
BR025,SKU0057,65,15,53,10.04,2025-10-30
BR025,SKU0058,59,15,27,7.12,2025-10-18
BR025,SKU0059,40,25,28,13.08,2025-09-15
BR025,SKU0060,71,11,39,13.71,2025-10-20
BR025,SKU0061,66,22,55,12.18,2025-10-03
BR025,SKU0062,68,14,62,8.26,2025-12-03
BR025,SKU0063,72,27,58,6.29,2025-09-07
BR025,SKU0064,63,10,31,3.25,2025-10-24
BR025,SKU0065,60,17,69,2.55,2025-11-13
BR025,SKU0066,46,11,62,8.68,2025-11-10
BR025,SKU0067,65,12,34,7.73,2025-10-02
BR025,SKU0068,60,22,38,14.29,2025-11-13
BR025,SKU0069,68,25,35,5.34,2025-10-26
BR025,SKU0070,51,15,62,3.22,2025-10-30
BR025,SKU0071,70,25,48,13.83,2025-12-26
BR025,SKU0072,48,16,39,9.84,2025-09-22
BR025,SKU0073,65,26,68,8.77,2025-10-25
BR025,SKU0074,60,23,50,13.24,2025-10-04
BR025,SKU0075,67,10,27,8.26,2025-09-20
BR025,SKU0076,54,19,42,4.12,2025-12-09
BR025,SKU0077,56,21,60,14.93,2025-10-18
BR025,SKU0078,58,15,59,2.22,2025-12-02
BR025,SKU0079,66,24,29,8.09,2025-11-11
BR025,SKU0080,67,27,57,13.8,2025-12-14
BR026,SKU0001,59,21,68,8.08,2025-12-11
BR026,SKU0002,54,26,21,12.68,2025-12-21
BR026,SKU0003,76,13,48,5.17,2025-11-07
BR026,SKU0004,61,23,20,3.04,2025-11-29
BR026,SKU0005,56,15,59,5.45,2025-11-12
BR026,SKU0006,71,16,20,12.52,2025-09-29
BR026,SKU0007,71,13,58,7.64,2025-10-13
BR026,SKU0008,63,27,34,5.95,2025-09-24
BR026,SKU0009,65,17,43,6.92,2025-11-09
BR026,SKU0010,67,25,49,10.73,2025-10-24
BR026,SKU0011,50,13,59,8.9,2025-10-16
BR026,SKU0012,59,14,58,5.09,2025-11-03
BR026,SKU0013,60,11,47,2.13,2025-09-11
BR026,SKU0014,40,19,44,6.57,2025-09-06
BR026,SKU0015,63,28,30,4.25,2025-10-18
BR026,SKU0016,61,24,53,7.86,2025-09-22
BR026,SKU0017,55,21,40,13.55,2025-10-15
BR026,SKU0018,64,21,28,10.92,2025-09-29
BR026,SKU0019,55,26,20,14.91,2025-11-26
BR026,SKU0020,50,18,43,10.66,2025-11-26
BR026,SKU0021,63,24,41,9.19,2025-12-04
BR026,SKU0022,64,17,25,8.95,2025-10-22
BR026,SKU0023,66,23,40,6.28,2025-09-14
BR026,SKU0024,67,24,29,10.07,2025-09-09
BR026,SKU0025,55,23,58,5.08,2025-11-04
BR026,SKU0026,49,26,26,9.89,2025-12-23
BR026,SKU0027,65,28,52,9.86,2025-10-14
BR026,SKU0028,56,26,66,3.93,2025-09-10
BR026,SKU0029,76,22,26,5.93,2025-10-26
BR026,SKU0030,53,11,35,7.36,2025-09-07
BR026,SKU0031,58,13,30,9.92,2025-11-14
BR026,SKU0032,63,11,47,7.14,2025-10-29
BR026,SKU0033,57,23,52,14.62,2025-09-29
BR026,SKU0034,52,23,64,12.86,2025-12-03
BR026,SKU0035,60,27,31,4.64,2025-12-18
BR026,SKU0036,57,23,44,1.64,2025-11-05
BR026,SKU0037,60,17,63,6.92,2025-11-24
BR026,SKU0038,66,16,33,7.04,2025-11-05
BR026,SKU0039,68,27,55,5.37,2025-10-01
BR026,SKU0040,75,21,48,4.67,2025-11-30
BR026,SKU0041,67,27,46,3.49,2025-12-09
BR026,SKU0042,71,17,64,13.13,2025-09-18
BR026,SKU0043,48,16,68,10.95,2025-12-10
BR026,SKU0044,65,19,37,3.45,2025-11-17
BR026,SKU0045,45,16,54,12.2,2025-12-25
BR026,SKU0046,64,16,22,8.85,2025-12-12
BR026,SKU0047,59,28,47,3.66,2025-12-28
BR026,SKU0048,63,20,30,5.71,2025-09-10
BR026,SKU0049,71,20,25,2.0,2025-09-18
BR026,SKU0050,68,23,31,2.14,2025-10-08
BR026,SKU0051,61,15,59,1.3,2025-10-29
BR026,SKU0052,66,24,54,5.85,2025-11-27
BR026,SKU0053,71,16,52,1.65,2025-12-12
BR026,SKU0054,55,26,35,4.08,2025-10-26
BR026,SKU0055,69,17,30,3.47,2025-09-25
BR026,SKU0056,55,17,21,1.38,2025-11-28
BR026,SKU0057,58,12,56,11.19,2025-09-01
BR026,SKU0058,57,14,65,1.18,2025-11-19
BR026,SKU0059,61,28,20,6.75,2025-09-17
BR026,SKU0060,55,20,50,11.55,2025-10-04
BR026,SKU0061,59,16,28,3.23,2025-12-23
BR026,SKU0062,65,19,50,7.8,2025-10-22
BR026,SKU0063,64,18,24,10.98,2025-11-05
BR026,SKU0064,58,28,20,7.74,2025-11-19
BR026,SKU0065,58,18,69,3.74,2025-12-22
BR026,SKU0066,51,12,35,3.03,2025-09-01
BR026,SKU0067,53,26,38,2.01,2025-10-27
BR026,SKU0068,68,23,59,6.03,2025-09-01
BR026,SKU0069,66,21,20,7.26,2025-12-07
BR026,SKU0070,57,11,68,8.67,2025-09-17
BR026,SKU0071,62,13,36,1.53,2025-10-24
BR026,SKU0072,56,19,41,13.21,2025-12-08
BR026,SKU0073,57,27,66,13.74,2025-12-03
BR026,SKU0074,54,18,22,4.64,2025-12-04
BR026,SKU0075,48,25,23,10.19,2025-10-06
BR026,SKU0076,46,20,41,12.9,2025-09-15
BR026,SKU0077,56,15,68,8.22,2025-11-22
BR026,SKU0078,66,17,59,13.06,2025-11-14
BR026,SKU0079,50,20,41,14.7,2025-12-17
BR026,SKU0080,62,26,33,11.57,2025-11-19
BR027,SKU0001,67,11,24,11.87,2025-11-20
BR027,SKU0002,55,14,57,4.41,2025-11-20
BR027,SKU0003,70,28,66,10.85,2025-12-23
BR027,SKU0004,66,10,49,4.71,2025-09-04
BR027,SKU0005,58,20,21,1.03,2025-09-02
BR027,SKU0006,67,17,65,10.73,2025-11-14
BR027,SKU0007,65,22,45,13.05,2025-12-15
BR027,SKU0008,71,10,48,10.39,2025-11-06
BR027,SKU0009,52,21,23,15.0,2025-10-15
BR027,SKU0010,65,27,63,13.68,2025-11-05
BR027,SKU0011,50,10,29,2.91,2025-09-25
BR027,SKU0012,72,10,40,10.4,2025-09-17
BR027,SKU0013,79,18,58,9.16,2025-10-19
BR027,SKU0014,55,23,54,5.38,2025-10-07
BR027,SKU0015,58,10,44,12.25,2025-11-22
BR027,SKU0016,58,13,36,8.35,2025-11-05
BR027,SKU0017,57,13,60,1.3,2025-09-03
BR027,SKU0018,51,21,38,7.13,2025-12-25
BR027,SKU0019,57,22,42,12.0,2025-09-15
BR027,SKU0020,67,21,21,4.01,2025-12-22
BR027,SKU0021,55,10,28,10.52,2025-11-17
BR027,SKU0022,56,15,56,13.79,2025-10-28
BR027,SKU0023,49,19,42,8.29,2025-09-03
BR027,SKU0024,60,18,68,12.57,2025-12-01
BR027,SKU0025,63,11,31,2.03,2025-10-30
BR027,SKU0026,64,10,37,14.98,2025-09-04
BR027,SKU0027,56,15,68,5.77,2025-09-16
BR027,SKU0028,63,27,37,4.07,2025-11-25
BR027,SKU0029,65,21,52,5.03,2025-09-23
BR027,SKU0030,48,19,39,4.76,2025-09-12
BR027,SKU0031,55,14,54,13.36,2025-10-30
BR027,SKU0032,59,10,51,4.5,2025-10-11
BR027,SKU0033,55,29,48,6.99,2025-10-01
BR027,SKU0034,77,21,29,12.4,2025-09-25
BR027,SKU0035,62,15,21,10.06,2025-10-22
BR027,SKU0036,62,12,66,13.36,2025-09-30
BR027,SKU0037,55,11,66,11.76,2025-11-07
BR027,SKU0038,66,22,20,1.95,2025-12-22
BR027,SKU0039,64,24,57,11.38,2025-11-23
BR027,SKU0040,52,10,62,14.62,2025-09-07
BR027,SKU0041,66,29,25,14.42,2025-12-24
BR027,SKU0042,55,23,51,4.78,2025-09-25
BR027,SKU0043,66,28,62,9.63,2025-09-28
BR027,SKU0044,56,10,55,11.11,2025-12-24
BR027,SKU0045,66,29,22,13.31,2025-11-18
BR027,SKU0046,53,28,25,8.56,2025-10-23
BR027,SKU0047,50,17,64,11.55,2025-12-23
BR027,SKU0048,58,18,37,10.89,2025-11-18
BR027,SKU0049,56,28,50,14.83,2025-11-07
BR027,SKU0050,55,11,67,12.19,2025-10-05
BR027,SKU0051,70,18,54,12.63,2025-11-12
BR027,SKU0052,59,24,55,10.16,2025-11-24
BR027,SKU0053,57,29,59,3.07,2025-09-09
BR027,SKU0054,51,22,56,14.97,2025-09-24
BR027,SKU0055,65,12,37,8.87,2025-11-01
BR027,SKU0056,92,10,26,13.31,2025-12-05
BR027,SKU0057,55,10,44,8.74,2025-09-06
BR027,SKU0058,56,16,43,5.77,2025-09-21
BR027,SKU0059,55,23,39,6.84,2025-09-04
BR027,SKU0060,67,13,50,11.27,2025-11-04
BR027,SKU0061,54,18,30,12.98,2025-12-16
BR027,SKU0062,62,25,51,11.11,2025-11-04
BR027,SKU0063,60,27,41,1.08,2025-11-29
BR027,SKU0064,77,16,49,14.61,2025-12-12
BR027,SKU0065,63,18,24,11.6,2025-10-25
BR027,SKU0066,63,27,69,11.04,2025-12-03
BR027,SKU0067,68,18,33,1.38,2025-10-16
BR027,SKU0068,57,15,20,4.94,2025-10-08
BR027,SKU0069,63,18,51,7.29,2025-11-19
BR027,SKU0070,58,16,51,3.65,2025-09-13
BR027,SKU0071,63,25,37,8.87,2025-11-05
BR027,SKU0072,64,21,65,6.18,2025-09-25
BR027,SKU0073,56,26,34,6.24,2025-10-24
BR027,SKU0074,74,18,58,11.97,2025-10-13
BR027,SKU0075,52,18,43,12.75,2025-09-01
BR027,SKU0076,62,15,68,6.21,2025-09-18
BR027,SKU0077,61,22,66,6.94,2025-09-19
BR027,SKU0078,68,26,37,1.23,2025-11-06
BR027,SKU0079,70,22,62,13.71,2025-10-21
BR027,SKU0080,67,10,45,11.56,2025-11-23
BR028,SKU0001,73,22,49,5.06,2025-09-15
BR028,SKU0002,61,29,20,10.6,2025-09-30
BR028,SKU0003,58,24,27,4.7,2025-12-26
BR028,SKU0004,68,28,68,6.12,2025-09-01
BR028,SKU0005,64,13,47,1.58,2025-12-27
BR028,SKU0006,74,26,41,11.94,2025-11-21
BR028,SKU0007,57,14,58,5.51,2025-09-30
BR028,SKU0008,68,23,33,13.82,2025-11-23
BR028,SKU0009,57,14,55,2.4,2025-09-21
BR028,SKU0010,58,16,42,4.08,2025-12-10
BR028,SKU0011,68,11,68,12.36,2025-10-08
BR028,SKU0012,63,10,54,12.58,2025-10-06
BR028,SKU0013,49,20,33,1.77,2025-11-25
BR028,SKU0014,54,23,52,1.8,2025-12-14
BR028,SKU0015,75,16,64,11.73,2025-09-16
BR028,SKU0016,68,14,53,13.17,2025-11-08
BR028,SKU0017,58,26,50,8.76,2025-09-10
BR028,SKU0018,66,11,68,10.41,2025-09-30
BR028,SKU0019,65,23,69,14.01,2025-09-11
BR028,SKU0020,57,12,41,5.92,2025-11-19
BR028,SKU0021,52,20,39,13.58,2025-10-15
BR028,SKU0022,66,29,25,10.74,2025-12-19
BR028,SKU0023,70,24,28,14.75,2025-09-12
